program_id,application_system,admission_track,admission_group,choice_code,school_id,school_source_id,school_name_zh,department_name_zh,department_name_clean_zh,department_name_en,department_name_en_source,is_key_industry_program,is_international_foundation_program,source_pdf_page,source_section,notes
joint_group1_1001,joint_distribution,joint_distribution,第一類組,1001,school_001_國立臺灣大學,1,國立臺灣大學,中國文學系,中國文學系,Department of Chinese Chinese Literature,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1002,joint_distribution,joint_distribution,第一類組,1002,school_001_國立臺灣大學,1,國立臺灣大學,外國語文學系,外國語文學系,Department of Foreign Languages and Literatures,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1003,joint_distribution,joint_distribution,第一類組,1003,school_001_國立臺灣大學,1,國立臺灣大學,歷史學系,歷史學系,Department of History,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1004,joint_distribution,joint_distribution,第一類組,1004,school_001_國立臺灣大學,1,國立臺灣大學,哲學系,哲學系,Department of Philosophy,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1005,joint_distribution,joint_distribution,第一類組,1005,school_001_國立臺灣大學,1,國立臺灣大學,人類學系,人類學系,Department of Human Group,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1006,joint_distribution,joint_distribution,第一類組,1006,school_001_國立臺灣大學,1,國立臺灣大學,圖書資訊學系,圖書資訊學系,Department of Graphic Library Information,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1007,joint_distribution,joint_distribution,第一類組,1007,school_001_國立臺灣大學,1,國立臺灣大學,日本語文學系,日本語文學系,Department of Japanese Language and Literature,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1008,joint_distribution,joint_distribution,第一類組,1008,school_001_國立臺灣大學,1,國立臺灣大學,戲劇學系,戲劇學系,Department of Drama,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1009,joint_distribution,joint_distribution,第一類組,1009,school_001_國立臺灣大學,1,國立臺灣大學,法律學系法學組,法律學系法學組,"Department of Law, Law Studies Group",draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1010,joint_distribution,joint_distribution,第一類組,1010,school_001_國立臺灣大學,1,國立臺灣大學,法律學系司法組,法律學系司法組,"Department of Law, Management Law Group",draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1011,joint_distribution,joint_distribution,第一類組,1011,school_001_國立臺灣大學,1,國立臺灣大學,法律學系財經法學組,法律學系財經法學組,"Department of Law, Finance Economics Law Studies Group",draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1012,joint_distribution,joint_distribution,第一類組,1012,school_001_國立臺灣大學,1,國立臺灣大學,政治學系政治理論組,政治學系政治理論組,"Department of Political Science, Political Science Theory Group",draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1013,joint_distribution,joint_distribution,第一類組,1013,school_001_國立臺灣大學,1,國立臺灣大學,政治學系國際關係組,政治學系國際關係組,"Department of Political Science, International Relations Relations Group",draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1014,joint_distribution,joint_distribution,第一類組,1014,school_001_國立臺灣大學,1,國立臺灣大學,政治學系公共行政組,政治學系公共行政組,"Department of Political Science, Public Administration Group",draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1015,joint_distribution,joint_distribution,第一類組,1015,school_001_國立臺灣大學,1,國立臺灣大學,經濟學系,經濟學系,Department of Economics,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1016,joint_distribution,joint_distribution,第一類組,1016,school_001_國立臺灣大學,1,國立臺灣大學,社會學系,社會學系,Department of Sociology,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1017,joint_distribution,joint_distribution,第一類組,1017,school_001_國立臺灣大學,1,國立臺灣大學,社會工作學系,社會工作學系,Department of Social Work,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1018,joint_distribution,joint_distribution,第一類組,1018,school_001_國立臺灣大學,1,國立臺灣大學,工商管理學系企業管理組,工商管理學系企業管理組,"Department of Business Administration, Business Administration Group",draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1019,joint_distribution,joint_distribution,第一類組,1019,school_001_國立臺灣大學,1,國立臺灣大學,財務金融學系,財務金融學系,Department of Finance,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1020,joint_distribution,joint_distribution,第一類組,1020,school_001_國立臺灣大學,1,國立臺灣大學,會計學系,會計學系,Department of Accounting,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1021,joint_distribution,joint_distribution,第一類組,1021,school_001_國立臺灣大學,1,國立臺灣大學,生物產業傳播暨發展學系,生物產業傳播暨發展學系,Department of Biology Industry Industry Communication and Development Development,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1022,joint_distribution,joint_distribution,第一類組,1022,school_006_國立成功大學,6,國立成功大學,中國文學系,中國文學系,Department of Chinese Chinese Literature,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1023,joint_distribution,joint_distribution,第一類組,1023,school_006_國立成功大學,6,國立成功大學,外國語文學系,外國語文學系,Department of Foreign Languages and Literatures,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
joint_group1_1024,joint_distribution,joint_distribution,第一類組,1024,school_006_國立成功大學,6,國立成功大學,歷史學系,歷史學系,Department of History,draft_glossary_translation,False,False,39,附錄二之二 聯合分發制招生校系名稱及代碼表：第一類組,
