program_id,application_system,admission_track,admission_group,choice_code,school_id,school_source_id,school_name_zh,department_name_zh,department_name_clean_zh,department_name_en,department_name_en_source,is_key_industry_program,is_international_foundation_program,source_pdf_page,source_section,notes
joint_group3_3001,joint_distribution,joint_distribution,第三類組,3001,school_001_國立臺灣大學,1,國立臺灣大學,心理學系,心理學系,Department of Psychology,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3002,joint_distribution,joint_distribution,第三類組,3002,school_001_國立臺灣大學,1,國立臺灣大學,醫學系,醫學系,Department of Medicine,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3003,joint_distribution,joint_distribution,第三類組,3003,school_001_國立臺灣大學,1,國立臺灣大學,牙醫學系,牙醫學系,Department of Dentistry,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3004,joint_distribution,joint_distribution,第三類組,3004,school_001_國立臺灣大學,1,國立臺灣大學,藥學系,藥學系,Department of Pharmacy,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3005,joint_distribution,joint_distribution,第三類組,3005,school_001_國立臺灣大學,1,國立臺灣大學,醫學檢驗暨生物技術學系,醫學檢驗暨生物技術學系,Department of Medical Laboratory Science and Biotechnology,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3006,joint_distribution,joint_distribution,第三類組,3006,school_001_國立臺灣大學,1,國立臺灣大學,物理治療學系,物理治療學系,Department of Physical Therapy,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3007,joint_distribution,joint_distribution,第三類組,3007,school_001_國立臺灣大學,1,國立臺灣大學,職能治療學系,職能治療學系,Department of Occupational Therapy,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3008,joint_distribution,joint_distribution,第三類組,3008,school_001_國立臺灣大學,1,國立臺灣大學,護理學系,護理學系,Department of Nursing,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3009,joint_distribution,joint_distribution,第三類組,3009,school_001_國立臺灣大學,1,國立臺灣大學,農藝學系,農藝學系,Department of Agronomy,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3010,joint_distribution,joint_distribution,第三類組,3010,school_001_國立臺灣大學,1,國立臺灣大學,農業化學系,農業化學系,Department of Agriculture Industry Chemistry,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3011,joint_distribution,joint_distribution,第三類組,3011,school_001_國立臺灣大學,1,國立臺灣大學,植物病理與微生物學系,植物病理與微生物學系,Department of Plant Pathology and Micro Biology,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3012,joint_distribution,joint_distribution,第三類組,3012,school_001_國立臺灣大學,1,國立臺灣大學,昆蟲學系,昆蟲學系,Department of Entomology,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3013,joint_distribution,joint_distribution,第三類組,3013,school_001_國立臺灣大學,1,國立臺灣大學,森林環境暨資源學系,森林環境暨資源學系,Department of Forestry Environment and Resources,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3014,joint_distribution,joint_distribution,第三類組,3014,school_001_國立臺灣大學,1,國立臺灣大學,獸醫學系,獸醫學系,Department of Veterinary Medicine,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3015,joint_distribution,joint_distribution,第三類組,3015,school_001_國立臺灣大學,1,國立臺灣大學,農業經濟學系,農業經濟學系,Department of Agriculture Industry Economics,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3016,joint_distribution,joint_distribution,第三類組,3016,school_001_國立臺灣大學,1,國立臺灣大學,園藝暨景觀學系,園藝暨景觀學系,Department of Horticulture and Landscape Architecture,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3017,joint_distribution,joint_distribution,第三類組,3017,school_001_國立臺灣大學,1,國立臺灣大學,動物科學技術學系,動物科學技術學系,Department of Animal Science and Technology,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3018,joint_distribution,joint_distribution,第三類組,3018,school_001_國立臺灣大學,1,國立臺灣大學,公共衛生學系,公共衛生學系,Department of Public Health,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
joint_group3_3019,joint_distribution,joint_distribution,第三類組,3019,school_001_國立臺灣大學,1,國立臺灣大學,生命科學系,生命科學系,Department of Life Sciences Science,draft_glossary_translation,False,False,57,附錄二之二 聯合分發制招生校系名稱及代碼表：第三類組,
